task,method,round,seed,demo_count,candidate_rollouts,accepted_rollouts,rejected_rollouts,total_reject_rate,acceptance_rate,collision_reject_rate,workspace_reject_rate,articulation_reject_rate,visibility_reject_rate,smoothness_reject_rate,coverage_index,train_examples,success_trials,total_trials,incremental_success_rate,ci95_low,ci95_high,action_smoothness,execution_steps,p_vs_sparse_round0
Multi-step retrieval,Ours,4,3,18,152,141,11,0.072368,0.927632,0.0882,0.0231,0.0261,0.017,0.0306,0.7982,4728,16,20,80,58.4,91.9,0.477,178.2,p=0.323
Multi-step retrieval,Ours,4,4,18,152,141,11,0.072368,0.927632,0.0806,0.0234,0.0102,0.0205,0.0134,0.7848,4728,16,20,80,58.4,91.9,0.495,189,p=0.323
Multi-step retrieval,Ours,5,0,18,160,156,4,0.025,0.975,0.1133,0.025,0.0167,0.0207,0.0182,0.838,4848,16,20,80,58.4,91.9,0.5089,188.7,p=0.323
Multi-step retrieval,Ours,5,1,18,160,142,18,0.1125,0.8875,0.114,0.0296,0.0124,0.0032,0.0113,0.816,4736,16,20,80,58.4,91.9,0.4822,193.5,p=0.323
Multi-step retrieval,Ours,5,2,18,160,151,9,0.05625,0.94375,0.1081,0.0293,0.0178,0.0188,0.0235,0.8112,4808,16,20,80,58.4,91.9,0.5207,181.1,p=0.323
Multi-step retrieval,Ours,5,3,18,160,157,3,0.01875,0.98125,0.0876,0.0153,0.0092,0.0133,0.0155,0.8173,4856,16,20,80,58.4,91.9,0.4796,190.2,p=0.323
Multi-step retrieval,Ours,5,4,18,160,143,17,0.10625,0.89375,0.1096,0.0232,0.0025,0.0276,0.0183,0.8309,4744,16,20,80,58.4,91.9,0.4854,187.2,p=0.323
Multi-step retrieval,Ours,6,0,18,168,158,10,0.059524,0.940476,0.0907,0.0129,0.0047,0.0325,0.0088,0.8265,4864,16,20,80,58.4,91.9,0.4768,180.3,p=0.323
Multi-step retrieval,Ours,6,1,18,168,152,16,0.095238,0.904762,0.1017,0.0174,0.0343,0.0158,0.0187,0.8189,4816,16,20,80,58.4,91.9,0.4836,174,p=0.323
Multi-step retrieval,Ours,6,2,18,168,161,7,0.041667,0.958333,0.1011,0.0204,0.0193,0.0123,0.028,0.8201,4888,15,20,75,53.1,88.8,0.4749,192.3,p=0.593
Multi-step retrieval,Ours,6,3,18,168,157,11,0.065476,0.934524,0.1183,0.0248,0.0143,0.0289,0.0177,0.8662,4856,17,20,85,64,94.8,0.5136,197.5,p=0.147
Multi-step retrieval,Ours,6,4,18,168,154,14,0.083333,0.916667,0.1221,0.037,0.0073,0.0375,0.0087,0.8548,4832,17,20,85,64,94.8,0.4885,186.2,p=0.147
